RK,NAME,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR
16,Derek CarrOAK,8,L23-13at CLE,51.5,-1,60,3.4,3.2,0.1,-0.7,-0.5,44.2,2014
17,Andrew LuckIND,8,L51-34at PIT,49.9,0.3,52,3,2,0.5,-0.4,0,51.7,2014
18,Kyle OrtonBUF,8,W43-23at NYJ,42.5,-0.2,25,1.8,-0.4,0.3,-1.8,0.2,46.7,2014
19,Carson PalmerARI,8,W24-20vs. PHI,42.3,-0.8,50,3.9,3.8,0,0,0,44.2,2014
20,Aaron RodgersGB,8,L44-23at NO,41.8,-0.4,48,3.2,1.1,1,-1.4,-0.3,46.7,2014
21,Joe FlaccoBAL,8,L27-24at CIN,39.1,-2.1,39,1.5,0.2,0.7,-0.6,0,32.1,2014
22,Mike VickNYJ,8,L43-23vs. BUF,38.8,-2.6,48,1.2,-1.8,2.4,-1.4,-0.7,31.5,2014
23,Ryan TannehillMIA,8,W27-13at JAX,37.7,-2,38,1.1,-1.6,1.2,-1.6,0,32.1,2014
24,Mike GlennonTB,8,L19-13vs. MIN,30.6,-1.6,40,2.2,0.8,0.1,-1.4,-0.1,36.3,2014
25,Matthew StaffordDET,8,W22-21at ATL,29.8,-1.6,50,2.5,3.3,-1.1,0,0.4,39.1,2014
26,Zach MettenbergerTEN,8,L30-16vs. HOU,19.6,-5.2,44,-0.6,-1.2,0,-0.7,-0.1,15.7,2014
27,Cam NewtonCAR,8,L13-9vs. SEA,12.1,-6.1,40,-2.1,-0.7,-2.4,-0.7,0.3,10.5,2014
28,Tony RomoDAL,8,L20-17vs. WSH,10.3,-3.2,34,0,-2.3,-0.2,-2.6,-0.1,20.8,2014
29,Austin DavisSTL,8,L34-7at KC,9.4,-6.5,35,-2,-4,-0.4,-2.6,-0.2,6.7,2014
30,Blake BortlesJAX,8,L27-13vs. MIA,6.6,-7.7,46,-2.8,-3.6,-0.7,-1.2,0.4,8.7,2014
1,Ryan TannehillMIA,9,W37-0vs. SD,92.2,7.9,40,7.5,6.2,1.1,0,0.1,94.2,2014
2,Ben RoethlisbergerPIT,9,W43-23vs. BAL,86.2,6.2,48,8.8,7.4,-0.2,-0.9,0.7,86.1,2014
3,Tom BradyNE,9,W43-21vs. DEN,84.9,7.1,62,9.1,8.7,-0.1,-0.2,0.3,83.6,2014
4,Carson PalmerARI,9,W28-17at DAL,81.8,3.9,37,7.1,6.2,0,-1,-0.1,81.8,2014
5,Drew BreesNO,9,W28-10at CAR,78.1,3.7,41,6.8,4.2,0.8,-1.5,0.4,78.2,2014
6,Alex SmithKC,9,W24-10vs. NYJ,77.5,4.1,34,5.7,5.6,0,-0.1,0,84.4,2014
7,Andrew LuckIND,9,W40-24at NYG,76.4,3.9,50,7.4,7.2,0.2,-0.1,-0.1,74.8,2014
8,Mike VickNYJ,9,L24-10at KC,73.3,1.8,35,3.3,1.8,0,-1.3,0.2,67.5,2014
9,Mark SanchezPHI,9,W31-21at HOU,73,1,31,3.8,3.1,0.2,-0.8,-0.2,61.1,2014
10,Teddy BridgewaterMIN,9,W29-26vs. WSH,56.8,3.9,50,8.4,6.5,1,-1,-0.1,75.1,2014
11,Russell WilsonSEA,9,W30-24vs. OAK,52.4,0.9,45,4,1,1.7,-0.2,1,57.2,2014
12,Andy DaltonCIN,9,W33-23vs. JAX,52.2,0.3,37,3.6,2.7,0.4,-0.7,-0.2,52.9,2014
13,Peyton ManningDEN,9,L43-21at NE,46.5,-1.3,66,3.2,2,0,-0.7,0.5,43.2,2014
14,Joe FlaccoBAL,9,L43-23at PIT,44.6,-0.5,51,2.9,0.7,0.6,-1.7,-0.1,46.4,2014
15,Mike GlennonTB,9,L22-17at CLE,41.7,-1.8,41,2,0.5,0.2,-0.8,0.5,34.8,2014
16,Derek CarrOAK,9,L30-24at SEA,38.5,-2.7,43,1.1,0.8,-0.2,-0.5,0,29.2,2014
17,Cam NewtonCAR,9,L28-10vs. NO,37,-0.2,40,3.2,-3.6,5.2,-1.2,0.4,48.6,2014
18,Eli ManningNYG,9,L40-24vs. IND,32.3,-5.2,58,0.1,-0.8,0.7,-0.5,-0.3,21.9,2014
19,Ryan FitzpatrickHOU,9,L31-21vs. PHI,31,-2.1,41,1.5,-1.5,1.2,-2,-0.2,32.6,2014
20,Robert Griffin IIIWSH,9,L29-26at MIN,30.8,-2.5,42,1.4,0.1,-0.8,-2,0.2,30.3,2014
21,Blake BortlesJAX,9,L33-23at CIN,24,-4.3,42,-0.3,-0.8,-0.3,-0.5,0.3,18.9,2014
22,Colin KaepernickSF,9,L13-10vs. STL,18.8,-3.8,52,1,-2.1,-1.3,-3.8,0.6,26,2014
23,Austin DavisSTL,9,W13-10at SF,15.5,-4,29,-1.3,-2.5,0.4,-0.4,0.4,12.2,2014
24,Brian HoyerCLE,9,W22-17vs. TB,14.4,-4.2,42,-0.3,-1.9,-0.5,-2.1,-0.1,19.4,2014
25,Philip RiversSD,9,L37-0at MIA,10.1,-4.1,27,-1,-0.8,-0.7,-0.5,0,10.3,2014
26,Brandon WeedenDAL,9,L28-17vs. ARI,3.8,-7.8,38,-3.2,-2.5,-1.2,-0.4,0.2,5.2,2014
1,Aaron RodgersGB,10,W55-14vs. CHI,99.4,10.5,28,7.4,7.1,0,0,0.3,99.5,2014
2,Tony RomoDAL,10,W31-17at JAX,90.9,4.5,29,5.9,5.9,0,-0.1,-0.1,89.9,2014
3,Mike VickNYJ,10,W20-13vs. PIT,85.1,4.3,29,5,2.1,2.7,-0.9,-0.6,89.1,2014
4,Drew BreesNO,10,L27-24vs. SF,78.6,4.8,52,9.3,7.8,0.7,-0.6,0.2,78.7,2014
5,Matt RyanATL,10,W27-17at TB,74.6,3.3,38,6.8,5.8,0.4,-0.4,0.2,77.2,2014
6,Eli ManningNYG,10,L38-17at SEA,73.2,2,47,5.3,4.8,0,-0.5,0,64.3,2014
7,Brian HoyerCLE,10,W24-3at CIN,67.5,0.9,29,2.7,3.1,-0.4,0,0.1,60.5,2014
8,Josh McCownTB,10,L27-17vs. ATL,66.1,4.5,52,8.1,5.5,1.6,-1.2,-0.1,77.2,2014
9,Joe FlaccoBAL,10,W21-7vs. TEN,62.7,1.7,29,4.4,4.4,0,-0.1,-0.1,69.7,2014
10,Alex SmithKC,10,W17-13at BUF,60.8,-0.5,41,3.3,-2.1,2.5,-2.9,0.1,46,2014
11,Russell WilsonSEA,10,W38-17vs. NYG,59.1,1.3,32,4,2.5,1,-0.8,-0.3,63.6,2014
12,Mark SanchezPHI,10,W45-21vs. CAR,58.5,1.9,40,3.3,3.4,0,-0.2,-0.3,66.3,2014
13,Peyton ManningDEN,10,W41-17at OAK,58.2,0.8,48,4.6,4.4,0,0,0.2,56.1,2014
14,Colin KaepernickSF,10,W27-24at NO,55.9,1.2,40,4.8,1.4,1.3,-1.9,0.2,60.8,2014
15,Ryan TannehillMIA,10,L20-16at DET,52.1,-0.9,43,2.9,1.2,0.1,-1.5,0,42.3,2014
16,Carson PalmerARI,10,W31-14vs. STL,43.7,0.4,41,4.3,3.4,-0.8,-1.8,-0.1,53.9,2014
17,Blake BortlesJAX,10,L31-17vs. DAL,37.7,-1.3,48,1.8,0.7,0,-1,0.1,40.8,2014
18,Matthew StaffordDET,10,W20-16vs. MIA,36.9,-0.8,47,3.6,2,-0.2,-1.6,0.2,44.1,2014
19,Derek CarrOAK,10,L41-17vs. DEN,34.4,-2.4,47,1.4,1.4,0,0,0,32.8,2014
20,Kyle OrtonBUF,10,L17-13vs. KC,30.3,-3.5,54,1.5,2.6,-1.3,-0.4,-0.2,28.6,2014
21,Zach MettenbergerTEN,10,L21-7at BAL,29.2,-3,36,0.3,-1.8,0,-2.1,0.1,23.6,2014
22,Ben RoethlisbergerPIT,10,L20-13at NYJ,28.8,-2.3,45,1.3,0.5,0,-0.8,0,32.6,2014
23,Jay CutlerCHI,10,L55-14at GB,13,-6.8,45,-1.2,-1.5,-0.1,-0.6,-0.3,10.5,2014
24,Cam NewtonCAR,10,L45-21at PHI,11.3,-8.6,54,-1.9,-4,-0.2,-2.5,-0.1,9.4,2014
25,Austin DavisSTL,10,L31-14at ARI,6.2,-8.1,43,-3,-5.1,-0.3,-2.3,0.2,6.5,2014
26,Andy DaltonCIN,10,L24-3vs. CLE,3.1,-10.5,43,-4.4,-5.2,-0.7,-0.7,0.7,3.1,2014
1,Andy DaltonCIN,11,W27-10at NO,94.9,6,27,7.7,6.3,0.7,-0.3,0.5,95.8,2014
2,Aaron RodgersGB,11,W53-20vs. PHI,93.6,8.5,41,7.9,6.8,0.7,-0.2,0.2,94.9,2014
3,Drew BreesNO,11,L27-10vs. CIN,91.6,7.2,43,8.4,8.5,0,0,-0.1,91.3,2014
4,Tom BradyNE,11,W42-20at IND,89.7,3,31,5.6,5.6,0,0,-0.1,79.5,2014
5,Andrew LuckIND,11,L42-20vs. NE,80.4,4.8,44,7.2,7.3,-0.2,-0.2,-0.1,82.6,2014
6,Ryan MallettHOU,11,W23-7at CLE,80.4,2.7,32,5.4,5.6,0.1,0,-0.2,76.9,2014
7,Shaun HillSTL,11,W22-7vs. DEN,78.9,2.9,33,5.6,3.8,0,-1.5,0.2,77.3,2014
8,Zach MettenbergerTEN,11,L27-24vs. PIT,77.3,2.7,24,4.9,4.9,0,0,0,82.8,2014
9,Russell WilsonSEA,11,L24-20at KC,75.6,2.4,44,6.1,2.7,3,-0.7,-0.3,68.4,2014
10,Alex SmithKC,11,W24-20vs. SEA,75.4,1.6,21,3.6,2.9,0,0,0.7,74.9,2014
11,Matt RyanATL,11,W19-17at CAR,74.6,3.7,48,7.8,7,0,-1,-0.1,74.6,2014
